Producto;Descripcion;Unidad;C. UNIT; C. UNIT.2 
604.02.101;CONECTOR DE RED RJ45 CAT.6 - APANTALLADO CAJA X 100 UND. UGREEN;UND;32.37 ;32.36689655
11.04.12.005;POLO CUELLO CAMISERO MANGA LARGA T- XXXL ALGODÓN REACTIV 20/1 NARNJA Y AZUL MARINO C/4 CINTA REFLECT;UND;32.43 ;32.42857143
603.01.919.20;"MANGUERA HIDRAULICA 100R2 25"" X 1/4"" CONEXIÓN HEMBRA JIC CODO 90°";UND;32.50 ;32.5
602.02.923;PIEDRA ESMERIL 8 X 1 X 1 GRANO GRUESO;UND;32.57 ;32.57333333
601.01.23;RETEN 26190 CRWA1R  ( 2.625 X 3.5 X 0.375 );UND;32.66 ;32.6625
9.39.10.003;USB 64GB                                                                                            ;UND;32.66 ;32.66374988
15.47.06.009;RETEN TIPO CR 19786  ( RETEN METALICO  2.000 X 2.716 X 0.375);UND;32.72 ;32.718
602.01.201;CHALECOS JRM;UND;32.81 ;32.81
606.02.014;"BROCHA DE 4"" (TUMI)";UND;33.10 ;33.1
606.01.300;LIBRO DE OBRA;UND;33.12 ;33.12
603.02.078;FILTRO PARA PISTOLA;UND;33.16 ;33.158
602.01.099;CHOMPA DE LANA CUELLO JORGE CHAVEZ.;UND;33.29 ;33.29
20.90.51.001;AUTO-ELECTRIC RALAY RX2EM114;UND;33.30 ;33.29625
10.50.02.001;ALCOHOL 96%  X GALON;UND;33.47 ;33.47
801.15.6965;AISLADOR DE TOBERA PALS/ALUM HD LIGHTNING  63-6202-HD;UND;33.57 ;33.5669
604.07.083;ENCHUFE AEREO TRIFASICO 16 AMP -220 VAC;UND;33.72 ;33.72
409.18.70.02;RODAMIENTO LINEAL Modelo: LM10L;UND;33.77 ;33.77214257
602.01.173;PANTALON DENIM  CON CINTA REFLECTIVA TALLA 34;UND;33.97 ;33.97
9.70.01.005;Botella de Tinta Negra Epson T544;UND;34.09 ;34.09
20.63.03.003;LAINA PARA ALINEACIÓN DE ROLL FORMING VIGAS - 4 x Ø 80mm;UND;34.24 ;34.2415
602.01.287;Chaleco verde fosforecente  T-M ;UND;34.26 ;34.26
602.01.172;PANTALON DENIM  CON CINTA REFLECTIVA TALLA 32;UND;34.36 ;34.3615
602.01.171;PANTALON DENIM  CON CINTA REFLECTIVA TALLA 30;UND;34.39 ;34.38769231
13.05.2.108;CONECTOR INDUSTRIAL DE 6 PINES MACHO-35AMP (ENTRADA LATERAL);UND;34.45 ;34.45
13.05.2.109;CONECTOR INDUSTRIAL 6 PINES HEMBRA-35AMP;UND;34.45 ;34.45
605.05.94;SILICONA ROJA 2400 MARCA ABRO;UND;34.54 ;34.54292247
11.07.08.001;LENTES ROJOS P/MEDIDOR LASER;UND;34.75 ;34.75
10.58.01.001;BALDE CON ESCURRIDOR;UND;34.76 ;34.75818182
602.01.288;Chaleco verde fosforecente  T-L ;UND;34.78 ;34.78
605.01.523;RODAMIENTOS 6307 2RS;UND;34.79 ;34.79
12.68.03.001;CALIBRADOR DE PASO DE ROSCA MÉTRICA 60° Y WHITWORTH 55° (PITCH GAUGE);UND;34.80 ;34.8
603.02.490;BOQUILLA DE PTFE, COMPLETA COD.1006485.GEMA;UND;34.87 ;34.86805169
602.01.170;PANTALON DENIM  CON CINTA REFLECTIVA TALLA 28;UND;34.90 ;34.896
602.02.630;ESCOBILLA METALICA 40X40 PARA LASER;UND;35.00 ;35
15.20.04.007;FAJA B-110;UND;35.00 ;35
604.04.058;PULSADOR COLOR ROJO NC;UND;35.07 ;35.0715699
20.63.03.004;LAINA PARA ALINEACIÓN DE ROLL FORMING VIGAS - 4 x Ø 90mm;UND;35.12 ;35.12175
15.19.01.041;RODAMIENTO 16004Z;UND;35.23 ;35.22625
15.19.03.045;RODAMIENTO 30207 J-N;UND;35.59 ;35.59
801.15.4902;ALICATE PARA JAULA MANUAL S/M;UND;35.60 ;35.6
409.99.380;"CERROJO PESADO DE Ø5/8""x0.38M DE LONGITUD";UND;35.71 ;35.71428571
504.02.702;TUERCA DE FIJACION KM16;UND;35.73 ;35.73153342
54.01.007;RASCADOR EXT 46.5MM  X INT 35MM ESP X 8MM;UND;35.76 ;35.757
21.68.03.004;"Ventilador PVC, Ø Ext 5"" adaptable para motor electrico eje 19 mm";UND;36.00 ;36
9.70.01.003;Botella de Tinta Magenta Epson T504 320-AL;UND;36.16 ;36.15802708
604.03.316;LUZ PILOTO AMARILLO C/LED 24 VAC/DC 22MM IP65/MODELO:XB4BVB5/SCHNEIDER;UND;36.20 ;36.19555567
604.04.059;LLAVE TERMO MAG. DE 2X20 AMP TORNILLO PARA BARRA;UND;36.46 ;36.46
12.03.20.0330.341;"DADO 36MM C/ENCASTRE DE 1/2""";UND;36.77 ;36.77333333
603.01.132;BROCA P/FE 14 MM;UND;36.95 ;36.95
15.19.01.037;RODAMIENTO 6209- 2Z - C3;UND;36.99 ;36.9907674
602.03.932;FILTRO 3M 2091 P100 POLVOS NEBLINAS,HUMOS;UND;37.00 ;37
20.97.03.004;HY NOZZLE PMX 65A/85A GOUG(220797);UND;37.20 ;37.203625
9.70.01.006;Botella de Tinta Cian Epson T544;UND;37.38 ;37.38375011
9.70.01.007;Botella de Tinta Magenta Epson T544;UND;37.38 ;37.38375011
606.02.1450;LIMPIADOR DUSTER AIRE COMPRIMIDO CRC;UND;37.46 ;37.45761905
602.01.056;CAMISAS EN DRILL;UND;37.59 ;37.58823529
801.15.2145;TOBERA (NOZZLE);UND;37.68 ;37.67958333
603.05.020;Cobertura de gatillo (1000801) Equipo Gema Opti flex F;UND;37.72 ;37.7173334
801.15.4082;Manifold Cuádruple de PeAlPe 90°;UND;37.75 ;37.752691
15.80.16.340038;"GASKET 9"" STRB AUGER (340038)";UND;37.90 ;37.9
603.02.470;Nozzle diameter 2.5 mm (L240) PRECITEC;UND;37.98 ;37.980667
603.02.471;Nozzle diameter 3.0 mm (L241) PRECITEC;UND;37.98 ;37.980667
603.02.059;MANGA DE LONA (PINTURA);UND;38.00 ;38
801.15.1302;CUARNICION RADIAL (100795);UND;38.00 ;38
603.02.468;Nozzle diameter 2.0 mm (L238) PRECITEC;UND;38.00 ;38.00035398
604.04.057;PULSADOR COLOR VERDE NA;UND;38.03 ;38.02571429
801.15.5073;PACKING VEE 192-692;UND;38.08 ;38.08
11.25.01.003;HOMBRERA PARA DESCARGA DE MATERIAL;UND;38.14 ;38.136
603.01.366;"TOBERA DE 1/2"" (12.7mm) LIGHTNING 63-2150";UND;38.25 ;38.25491667
606.01.102;CARTUCHO EPSON P/IMPRESORA FX-890;UND;38.37 ;38.366667
10.50.03.001;ALCOHOL EN GEL X GALON;UND;38.81 ;38.81420893
26.36.02.127;BATERÍA ELÉCTRICA DE 12V / 7.0 AH;UND;38.94 ;38.944444
603.02.723.2;"NIPLE INOX DE 1 1/2"" X 55 mm - Roscado";UND;39.00 ;39
9.70.01.008;Botella de Tinta Amarilla Epson T544;UND;39.13 ;39.13
13.05.2.110;CONECTOR INDUSTRIAL 10 PINES MACHO-16AMP (ENTRADA LATERAL);UND;39.20 ;39.2
13.05.2.111;CONECTOR INDUSTRIAL 10 PINES HEMBRA-16AMP;UND;39.20 ;39.2
602.01.048;CHALECO T/REPORTERO C/LINEAS REFLEXIVAS 3M;UND;39.36 ;39.35583333
15.19.03.030;RODAMIENTOS 6906;UND;39.38 ;39.384167
21.72.01.0400;POLEA DOBLE DÍAMETRO 4” 2B;UND;39.55 ;39.55
604.07.038;PANEL LED P/ADOSAR REDONDO 24W 220V LUZ DIA;UND;39.66 ;39.65976
15.01.02.100.01;EMPUÑADURA - 1000 803;UND;40.00 ;39.998
20.90.24.101;TOPE Ø30 x 60mm CON ROSCA DE M8;UND;40.00 ;40
602.02.411;ESCOBILLON INDUSTRIAL DE CERDA;UND;40.21 ;40.20928571
606.01.895;Tinta Negra Brother BTD60BK;UND;40.30 ;40.29749988
603.02.007;EJE P/PIÑON DE TIMON;UND;40.38 ;40.38297337
20.90.52.008;Lifting Rocker Rok latch  WAP;UND;40.39 ;40.3925
801.01.581;CINTURON PORTA HERRAMIENTAS PARA ELECTRICISTA;UND;40.41 ;40.41
409.12.939;TOBERAS DE 5/8  ( 65-2562 );UND;40.49 ;40.49030407
409.18.802;RODAMIENTO CONICO 14137A;UND;40.55 ;40.553333
603.01.1066;Niple FN 1” x 4” Sch 80;UND;40.63 ;40.63
801.15.6531;FILTRO DE PINTURA PARA EQUIPO DE PINTAR MALLA 60.;UND;40.66 ;40.656
601.02.303;BALON DE OXIGENO - 10 MT3;UND;40.70 ;40.7
604.04.110;SOCKETS UJV 26.2914012;UND;40.77 ;40.768333
606.01.778;TINTA HP 920 COLOR CYAN COD CD972S;UND;41.16 ;41.15855418
606.01.775;TINTA HP 920 COLOR MAGENTA COD CD973S;UND;41.64 ;41.63780525
606.01.776;TINTA HP 920 COLOR YELLOW COD CD974S;UND;41.64 ;41.63780525
01604.03.313;PILOTO LED VERDE 22mm 220V;UND;41.90 ;41.899
15.19.01.045;TUERCA DE FIJACION N-09  SKF  ( G-18);UND;41.92 ;41.924
602.01.080;PANTALON DENIM ;UND;42.00 ;42
505.06.002;GARRUCHA AEREA DOBLES;UND;42.00 ;42
13.59.01.002;CONTACTO AUXILIAR LADN 11 SCHNEIDER;UND;42.29 ;42.294
801.15.6530;FILTRO DE PISTOLA DE PINTAR MALLA 60. ;UND;42.34 ;42.336
603.01.909;SOPORTE ELECTRODO PLANO COD.379140;UND;42.37 ;42.37
RPTS01S03000629;LH 130-143-7/9.5 LIMPIADOR PU YCC;UND;42.37 ;42.372881
MALLA101000011;"MALLA ELECTROSOLDADA GALV. 4"" X 4"", N° 10 MEDIDAS 2.060M ANCHO X 1.475M LARGO";UND;42.45 ;42.4510768
20.97.04.001;HY ELECTRODE PMX SPRING(220842)                   ;UND;42.79 ;42.79314
9.54.01.006;SELLO 94-110-8;UND;42.95 ;42.94666667
603.01.530;RODAMIENTO 6308 2Z C3;UND;43.14 ;43.14322699
13.05.2.107;CONECTOR INDUSTRIAL 16 PINES HEMBRA-16AMP;UND;43.45 ;43.45
21.30.3.209;CHUMACERA DE PARED FS-209;UND;43.71 ;43.71166667
603.02.405;RETEN HIDRAULICO PARA RASCADOR 31.5 X 40X 5;UND;43.74 ;43.74
602.03.0030;"TAPA RODAMIENTO DE BARRA REDONDA FE Ø 30MM X 0.015MM C/AGUJERO 3/8""";UND;43.86 ;43.85915094
801.15.5549;ACOPLAMIENTO ISO7-R1/4+ X 6 Cod.9740200432;UND;44.05 ;44.05
602.01.055;CAMISAS EN DENIM;UND;44.07 ;44.07
28.03.20.406;Funda para disco duro rígido, negro;UND;44.38 ;44.375
9.54.01.017;SELLO MECANICO MG 14;UND;44.82 ;44.82
606.01.999;Cartucho de tinta de color para HP DeskJet 4720;UND;44.89 ;44.88975
603.02.004;PIÑON PARA TIMON;UND;45.26 ;45.25748162
15.47.04.008;RETEN MECANICO 11124 (28.50 X 41.2X6.15 );UND;45.27 ;45.27
604.04.088;CIRCULINA BOBINA 220 vac;UND;45.37 ;45.37428571
606.01.925;Cartucho de tinta negro para HP DeskJet 4720;UND;45.66 ;45.65983333
26.15.01.10.452;CONDENSADOR  6 uf 500 VAC;UND;46.00 ;46
26.15.01.10.451;CONDENSADOR DE 5?F -250 vc  60hz;UND;46.00 ;46
603.02.400.0203;CABEZAL PARA VASTAGO - TIPO HORQUILLA SG - M10X1.25;UND;46.15 ;46.1512
20.83.100.801;Candado para Cadena Paso 1” ASA 80-1R;UND;46.31 ;46.31342857
603.01.376;CONECTOR HEMBRA P/MAQUINA MIG MAG;UND;46.58 ;46.57964286
20.90.56.001;CHAING ISO-08B;UND;46.73 ;46.73481467
409.18.905.03;RODAMIENTO CONICO 32304-A;UND;46.82 ;46.815
13.24.04.007;FUSIBLE MP75 (DAITO) - 7.5 Amp.;UND;47.10 ;47.098
608.01.311;CINTA SCOTCH 3M VULCANIZANTE 3/4;UND;47.29 ;47.288136
21.1.20.78.105;Acero VCL Diametro 78 mm x 105 mm;UND;47.38 ;47.375
15.19.01.040;RODAMIENTO AXIAL DE BOLAS 31305;UND;47.67 ;47.665
603.02.485;Nozzle double injector DE HP1.5-3.0 CON DD PRECITEC;UND;47.82 ;47.82197286
53.140.160.192.2.16;ARANDELA DE RETENCIÓN Ø140 X Ø160 X 192 X 2 X 16 mm;UND;47.88 ;47.8755
409.18.739;Rodamiento 6212-2Z;UND;47.90 ;47.9
801.15.5078;PACKING VEE , LEATHER 178-940;UND;47.94 ;47.94
606.02.155;DISPENSADOR P/PAPEL HIGIENICO;UND;48.00 ;48
20.90.56.002;CHAIN ISO 06B-1;UND;48.04 ;48.04
20.94.02.001;HOROMETRO DE PANEL TAXXO 112 220V 2W (GRASSLIN);UND;48.41 ;48.41125
801.09.002;REMACHADOR T/ACORDEON;UND;48.50 ;48.5
409.12.1290.011;Cable Siliconado para ignicion  - 3003972;UND;48.62 ;48.62
603.02.467;Nozzle diameter 1.8 mm (L237) PRECITEC;UND;48.85 ;48.845
801.06.174.2;CUCHILLA PANTOGRAFO CARBURADA DE 8 MM;UND;48.98 ;48.975
01603.01.524;RODAMIENTO DE RODILLOS CONICO 15245;UND;48.99 ;48.99
606.02.504;RESORTE DE GUILLOTINA 2   DIAM 72 X 90 DIAM DE ALAMB. 8MM;UND;49.02 ;49.02
15.19.030.01;RODAMIENTO RIGIDO DE BOLAS 6308 2Z-C3;UND;49.28 ;49.283
25.1.40.010.2000.1;ACERO PLATA  Ø 8 mm X 1 mtr;UND;49.62 ;49.62052333
15.80.16.340039;"GASKET END PLATE AUGER 6"" (340039)";UND;49.65 ;49.6525
601.01.027;BALDE DE ACEITE HIDRAULICO VG 32;UND;49.75 ;49.74552
504.02.702.1;TUERCA DE FIJACION KM 18 M 90 X 20 MM;UND;49.86 ;49.86
603.02.316;BOTIQUIN PRIMEROS AUXILIOS;UND;50.00 ;50
604.04.045.01;Bloque Luminoso, LED, Verde, Constante, 230V a 240V, Fijación de Tornillo  ZBV-M3;UND;50.30 ;50.3
801.15.5076;GLAND FEMALE PISTON 178-939;UND;50.32 ;50.32
605.03.416;PORTA FILTRO;UND;50.42 ;50.42
409.18.5.07;RODAMIENTO P/CHUMACERA Ø30mm UC206;UND;50.42 ;50.42492
604.04.386;RELE 24 VDC/4C/0-6 14 PINES CON LED /REF:RXM4AB2BD/SCHNEIDER;UND;50.61 ;50.60870968
603.05.016;"BOQUILLA ATORNILLABLE 1/8"" Ø6mm  (OR GEMA 262315)";UND;50.68 ;50.683333
605.02.953;COLADOR PINTURA EN POLVO C/ MALLA DE 400 MICRAS;UND;50.78 ;50.775
602.01.164;BOTA DE SEGURIDAD C/NEGRO TALLA 35;UND;50.80 ;50.8
602.01.163;BOTA DE SEGURIDAD C/NEGRO TALLA 36;UND;50.80 ;50.8
604.04.510;AMPOLLA P/ALOGENURO 250W (PHILIPS);UND;50.85 ;50.85
21.30.5.003;CHUMACERA DE PIE UCP205D1;UND;51.02 ;51.0159998
25.33.01.040;FRESA CARBURADA DE ESPIGA RECTA Ø 4MM;UND;51.08 ;51.07599537
604.03.041;Luminaria LED 36 W (Luminaria tipo hermetica 36W);UND;51.12 ;51.12050118
28.16.02.001;ADAPTADOR DE VIDEO DISPLAYPORT A HDMI;UND;51.24 ;51.24
603.02.300.001;DIFUSOR 63-3103 LIGHTNING;UND;51.31 ;51.30623333
603.02.921;CHUMACERA DE PIE   P-205;UND;51.39 ;51.38664682
13.28.02.250.050;TRANSFORMADOR DE CORRIENTE RATIO:250/5A;UND;51.49 ;51.49428557
MALLA101000013;"MALLA ELECTROSOLDADA GALV. 4"" X 4"", N° 10 MEDIDAS 2.510M ANCHO X 1.475M LARGO";UND;52.14 ;52.14363625
603.02.469;Nozzle diameter 2.3 mm (L239) PRECITEC;UND;52.25 ;52.25140248
603.01.285;LAINER DE 0.8 MM P/ANTORCHA LIGHTNING;UND;52.63 ;52.629
605.01.525;RODAMIENTO 6210 2 RS;UND;52.72 ;52.72302989
27.04.01.004;GRASA LIQUIDA PENETRANTE Y ADHESIVA CHEN LUBE 3000 CGS;UND;52.80 ;52.8
603.01.374;CONECTOR MACHO P/MAQUINA MIG MAG;UND;52.87 ;52.8695
801.15.6533;FILTRO DE SUCCION PARA EQUIPO DE PINTAR.;UND;53.09 ;53.088
409.12.1290.010;Cable Siliconado para ionizacion - 3003848;UND;53.19 ;53.19468
409.18.805;RODAMIENTO INSERTABLE GY 1100 KRRB;UND;53.37 ;53.366667
602.02.959;ESCUADRA CON NIVEL REGULABLE;UND;53.52 ;53.5236277
409.18.905.01;RODAMIENTO CONICO 32206-A;UND;53.62 ;53.62
603.02.103.1;FAJA DE TRANSMISION SPA 2682 Ld;UND;53.84 ;53.84372
28.53.01.001;AUDIFONOS CON ENTRADA DE USB;UND;54.16 ;54.15874988
28.16.04.001;ADAPTADOR DE VGA A HDMI;UND;54.21 ;54.21
12.28.01.102;Cargador para celular con cable tipo C.;UND;54.21 ;54.21
12.46.01.040.070;JUEGO DE MACHO M4 X 0.7;UND;54.68 ;54.67666667
15.20.04.010;FAJA B-146;UND;54.71 ;54.71472192
801.15.2144;LINER PARA ANTORCHAS PANASONIC (LINER FOR PANASONIC TORCH);UND;54.74 ;54.741667
801.15.299;TOMACORRIENTE DOBLE PARA ENERGÍA ESTABILIZADA (SEÑALIZADO), 2 TOMAS DE 15 A, 2 POLOS MÁS TIERRA, 12;UND;55.00 ;55
801.15.1937;FOTEK M8-4R-5M - CABLE CONECTOR M8 RECTO DE 4 PINES X 5MTS;UND;55.09 ;55.085
15.20.03.020;FAJA C-134;UND;55.13 ;55.13241538
801.06.163;JUEGO DE LIMATONES DIAMANTADOS-FINOS (REDONDO,TRIANGULAR,MEDIA LUNA);UND;55.36 ;55.35738
603.01.009.01;TOBERA  PARA MSUV;UND;55.80 ;55.797
603.02.981;RETEN HIDRAULICO 40 X 62 X 8 MM;UND;55.92 ;55.915
604.04.393;PULSADOR CON RETENCION 22 MM / CONTACTOS 1 NA- 1 NC;UND;55.96 ;55.96217
409.18.905;RODAMIENTO CONICO 32007;UND;56.46 ;56.46166667
20.10.04.018;EXPULSOR ULTRA TEC ESTACION A REDONDO 4,00MM;UND;56.64 ;56.644
801.01.043;"LLAVE FRANCESA 12 """;UND;56.70 ;56.69516512
15.47.06.001;RETEN FKM 55 X 90 X 10;UND;57.13 ;57.1325
603.04.314;SPAZZOLA PULILAMA 6X25 030 GG5,COD.025.0552,SHARK 331 NC 5.0 SPIDER;UND;57.23 ;57.23
25.04.02.118.400;"EJE CROMADO 1  1/18"" X 400 MM";UND;57.30 ;57.3
605.02.001.1;DURALUMINIO 50 MM X 100 MM;UND;57.34 ;57.33623
603.01.325.221;KIT VENTILADOR C/FILTRO 220 VAC 12X12 CM;UND;57.60 ;57.6
15.67.04.014;PIEZA CILINDRICA P/ PISTOLA P/SOLDADURA LASER (Cylinder part for laser welding);UND;57.72 ;57.724
13.23.05.002.01;RELE FINDER 40.31 de 10a. 250v.;UND;57.90 ;57.895
603.02.192;PIEDRA DE ASENTAR;UND;58.01 ;58.01
15.19.03.028;RODAMIENTO 2205-C3;UND;58.52 ;58.52
501.01.317;MANOMETRO DE 0-16 BAR,  C/ROSCA ATRÁS DE ¼ NPT;UND;58.66 ;58.6613335
13.37.3.02.002;SELECTOR DE 3 POSICIONES,  M3SS4-10B-KAA, CONTIENE 2NA – MARCA ABB.;UND;59.21 ;59.209
603.02.390.01;RETEN HIDRAULICO 112 x 125 x 9mm;UND;59.32 ;59.32
604.04.139;"PRENSA DE GATILLO TIPO F LIBERACION RAPIDA 24""";UND;59.32 ;59.32
409.21.120;ESPEJOS REFLECTIVO P/SENSOR MOD:V61 OPTEX;UND;59.32 ;59.3225
603.02.464;Nozzle diameter 1.0 mm (L234) PRECITEC;UND;59.68 ;59.676
13.98.01.010;BISAGRA INTERMEDIA TIPO E REF. 25233.1;UND;59.73 ;59.732
603.01.524;SOPORTE ELECTRODO REDONDO COD 382914;UND;60.00 ;60
12.14.02.008;CEPILLO DE LIMPIEZA PARA SIERRA CINTA SHARK 331;UND;60.15 ;60.15192016
603.02.361.1;MANOMETRO CON GLICERINA DE 0-60 BAR CONEXIÓN INFERIOR 1/4 NPT;UND;60.46 ;60.46222222
604.03.302;LAMPARA DE SEÑALIZACION ROJO (220v);UND;60.67 ;60.67
604.03.311;LAMPARA LUMINOSA VERDE 220 VAC;UND;60.67 ;60.67
20.90.65.001;Elater Jump Ring 1  DO-22;UND;61.57 ;61.5725
601.02.105;BALON D/GAS P/MONTACARGA x 15 KG;UND;61.98 ;61.97555545
15.67.04.019;BOQUILLA DE LATÓN P/SOLDADURA LASER, duración 360 horas (Weld brass nozzles);UND;62.01 ;62.005875
11.25.01.001;MANDIL DE CUERO MARRON RESISTENTE (INDUSAN);UND;63.00 ;63
15.67.04.018;LENTE DE PROTECCION P/SOLDADURA LASER, duración 240 horas (Protection lens);UND;63.31 ;63.311667
409.18.791;GRASA SKF LGEP2, CARTUCHO 420 ml;UND;63.73 ;63.726
26.54.04.416;Decalcifying Liquid;UND;63.86 ;63.863
606.02.506;RESORTES TIPO DISCO ØINT 46 MM x Ø EXT 89MM, ESPESOR 4.8MM;UND;63.90 ;63.9
604.01.098.02;LINER 15` .030 - .035 (42-3035-15);UND;63.91 ;63.905
12.12.02.002;"CUCHILLA HSS CUADRADA 1/2"" X 4""";UND;64.00 ;63.998
801.15.5080;O-RING #218 BUNA 15018-11-6 NP: 158-776;UND;64.60 ;64.6
20.12.002;PISADOR CIEGO ESTACION B - PUNZONADORA;UND;64.68 ;64.676667
801.15.6930;SILLA DE PLASTICO ADA SIN BRAZO NEGRO;UND;65.00 ;65
603.01.919.21;"MANGUERA HIDRAULICA 100 R2 5/8 "" X 40 CM CONEXION H. RECTO JIG  - CONEXIÓN CODO JIG";UND;65.09 ;65.09
MALLA101000014;"MALLA ELECTROSOLDADA GALV. 4"" X 4"", N° 10 MEDIDAS 2.510M ANCHO X 1.845M LARGO";UND;65.20 ;65.20453451
603.02.045;MANGA DE LONA D 22 CM - 3.05 M;UND;65.54 ;65.537778
409.19.013;RUEDA FE FUND DIAM EXT 118X56 MM ANCHO C/PESTAÑA;UND;66.32 ;66.31632256
603.05.216;PIÑON DEL MOTOR (GEAR MOTOR) W0000352059;UND;66.56 ;66.56
21.30.3.210;CHUMACERA DE PARED F-207  DIAMETRO DE EJE 35MM;UND;66.82 ;66.8164
603.02.651;"CHUMACERA DE PIE P-206 Ø 28.58MM (1 1/8"")";UND;66.83 ;66.83
20.82.03.012.018;CADENA PASO ½” X 1/8”;UND;67.00 ;67.0029
210.1.06.001.01;BASE FINDER 96.63;UND;67.16 ;67.155
801.15.5540;"CONJUNTO DE POLIPROPILENO   (ROPA DE FRIO ""CALENTADORES"")";UND;67.30 ;67.3
18.33.004.06;PISTON DE CONFORMACION (SHEPING CYLINDER);UND;67.49 ;67.485
RPTS01S03000626;LH 180-193-7/9.5 K103 PU RETEN LIMPIADOR S;UND;67.80 ;67.79661
25.49.01.001;CAJA DE ALMA EN MADERA;UND;67.80 ;67.8
801.01.051;TIJERAS DE HOJALATA;UND;68.00 ;68
801.12.020;MACHO M3;UND;68.00 ;68
604.05.465;Conector Anderson SY 50A-600V Macho - BATERIA RUNNER WAP;UND;68.06 ;68.05846154
409.19.014;RUEDA FE FUND DIAM EXT 118X56 MM ANCHO S/PESTAÑA;UND;68.45 ;68.44813543
12.46.03.516.180;"JUEGO DE MACHO UNC 5/16"" X 18";UND;68.54 ;68.53922667
15.15.05.010;MANOMETRO VERTICAL CON GLICERINA DE 0 A 500 BAR ROSCA 1/4 NPT;UND;68.70 ;68.7
801.15.3999;KIT NON RETURN VALVE COD:2901107700;UND;69.00 ;69
602.22.018;MALLA PARA PANEL 15.3 DE 750 X 375 MM COD.100-903-1;UND;69.29 ;69.2865
20.12.04.05.001;PISADOR SQ 5 - PUNZONADORA;UND;69.33 ;69.32785714
801.01.204;"TIJERA PARA LATA DE 12""";UND;69.75 ;69.75
801.15.3776;SENSOR DE PROXIMIDAD 24 VDC NC 3 HILOS NPN ;UND;70.14 ;70.1416
20.97.05.001;HY SHIELD PMX 45A/85A HAND(220818)             ;UND;70.82 ;70.8228
25.1.81.058.090.0115;ACERO CHROINT T1 500 50.8 X 90 X 115 MM;UND;71.00 ;70.9975
28.16.04.005;ADAPTADOR MINI DISPLAYPORT DP A VGA;UND;71.71 ;71.705
602.02.960;"TERRAJA DE Ø 1/4"" NC";UND;72.03 ;72.03
801.15.4717;KIT CARBON + PORTA CARBON DCD985 DEWALT;UND;72.08 ;72.08
20.02.263;PEGAMENTO LOCTITE 620 (VERDE) 50ML;UND;72.26 ;72.255
20.96.02.028;"VALVULA DE BOLA DE 2""  INOX  316 - 1000 W0G - ROSCABLE";UND;73.73 ;73.73
21.72.03.002;"Polea de fierro fundido 3"" x 2B";UND;74.44 ;74.4375
20.97.05.002;HY SHIELD PMX 65A/85A GOUG(220798);UND;74.56 ;74.5612
801.15.1694;CONECTOR ANDERSON SB 50A 600V, GRIS  Hembra -  BATERIA RUNNER WAP;UND;75.00 ;75
801.15.1693;CONECTOR ANDERSON SB 50A 600V, GRIS  Macho -  BATERIA RUNNER WAP;UND;75.00 ;75
602.03.935;PROTECTOR DE LUNA  3M 6885;UND;75.06 ;75.06
29.20.01.004;ANILLO DE SUJECION PARA PISTOLA DE POLVO MANUAL COD.1000898;UND;75.34 ;75.34
603.02.428;PLACA COMPLETA 1002028;UND;75.34 ;75.34
801.15.6532;FILTRO DE PINTURA 60 MESH DE EQUIPO DE PINTAR.;UND;75.60 ;75.6
606.01.899;"CINTA BROTHER TZE-S231 BLACK ON WHITE INDUSTRIAL 1/2\"" (12 MM)";UND;75.65 ;75.646667
20.90.57.001;DITCHING AXLE BEARING 16004ZZ;UND;75.74 ;75.74125025
801.15.2147;CAÑON DE PISTOLA (GUN BARREL);UND;75.99 ;75.989
801.15.6800;FILTRO DE PINTURA 60 MESH  244-067;UND;76.19 ;76.1875
15.15.05.009.03;RETEN METALICO HIDRAULICO DE DOBLE LABIO 29-40-6   V    B-S 10;UND;76.27 ;76.27
20.0300.0450.01;"TUBO CEDULA 80  Ø 3"" X 6""";UND;76.27 ;76.27
RPTS01S03000630;RH 130-150-15 A154 PU RETEN HIDRAULICO;UND;76.27 ;76.271186
603.04.017;ELECTROVALVULA 24 VDC, 5/2 VIAS, REACCION A RESORTE;UND;76.38 ;76.376667
602.01.066;COPA NASAL 3M 6894 P/6800 P/MASCARILLA PANORAMICA;UND;76.60 ;76.60033333
603.02.360;Manometro 0-300 psi Dial 2” x ¼” NPT;UND;77.10 ;77.0956887
602.02.570;ACCESORIO PARA BARRER MODELO ACCBAR;UND;77.26 ;77.2593
RPTS01S05000250;SENSOR DE PROXIMIDAD INDUCTIVO 3 HILOS 12-24VDC NPN 18MM CAB. RASANTE;UND;77.31 ;77.31416
21.31.8.001;RESORTE CONVEXO DE TRACCION DE SECCION CIRCULAR – LONGITUD 6”;UND;78.00 ;78
20.63.03.002;LAINA PARA ALINEACIÓN DE ROLL FORMING VIGAS - 8 x Ø 90mm;UND;78.05 ;78.0485
21.15.4.18.117;"PIÑON SIMPLE Z17 PASO 1""";UND;78.74 ;78.74
603.02.274;ELECTRODO TIPO U;UND;79.06 ;79.05904007
409.18.905.02;RODAMIENTO CONICO 32305-A;UND;79.36 ;79.36
602.03.958.06;ACOPLE DE CADENA KC-4014;UND;79.61 ;79.61
15.47.02.003.1;RETEN NEUMATICO DI 153 X DE 171MM ANCHO 10MM;UND;80.51 ;80.5084
603.01.976;Pastilla Carburada HB-05;UND;80.70 ;80.69866512
